País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M03	-1,33
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M02	-0,16
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2020M01	-0,04
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M12	-3,18
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M11	6,75
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M10	8,02
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M09	0,31
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M08	6,30
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M07	4,54
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M06	0,40
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M05	8,10
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M04	2,62
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M03	6,10
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M02	10,87
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2019M01	-3,64
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M12	7,08
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M11	7,34
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M10	-1,50
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M09	6,94
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M08	-1,30
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M07	4,12
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M06	4,81
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M05	2,01
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M04	-8,18
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M03	3,82
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M02	-2,86
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2018M01	10,01
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M12	0,99
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M11	-3,73
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M10	4,96
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M09	3,11
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M08	4,56
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M07	8,84
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M06	4,45
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M05	-1,73
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M04	5,27
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M03	0,88
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M02	7,44
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2017M01	0,32
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M12	1,47
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M11	8,14
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M10	0,61
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M09	5,19
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M08	9,89
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M07	0,46
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M06	4,11
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M05	2,51
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M04	-0,29
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M03	-5,41
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M02	-2,34
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2016M01	1,75
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2015M12	-1,12
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2015M11	-9,66
Países Nórdicos	Tasa de variación anual	Gasto medio diario por persona	2015M10	-2,50
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M09	36,01
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M08	20,27
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M07	13,65
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M06	-33,18
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M05	-100,00
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M04	-100,00
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M03	5,25
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M02	8,88
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2020M01	2,78
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M12	6,95
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M11	-4,48
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M10	-10,91
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M09	-0,09
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M08	0,59
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M07	-4,91
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M06	5,11
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M05	-12,93
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M04	1,78
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M03	-2,44
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M02	-14,01
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2019M01	0,98
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M12	-10,02
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M11	-5,69
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M10	7,32
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M09	-6,85
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M08	5,29
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M07	2,47
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M06	-4,35
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M05	1,65
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M04	6,41
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M03	-7,84
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M02	2,15
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2018M01	-6,63
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M12	-2,90
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M11	10,46
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M10	-2,35
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M09	2,21
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M08	-2,78
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M07	-7,60
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M06	-0,70
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M05	4,33
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M04	0,04
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M03	8,56
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M02	-5,30
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2017M01	-1,51
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M12	5,58
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M11	-13,36
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M10	4,69
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M09	-13,71
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M08	-8,43
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M07	-0,65
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M06	-13,30
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M05	-6,84
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M04	-0,27
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M03	-2,01
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M02	-3,14
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2016M01	-9,18
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2015M12	-2,93
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2015M11	15,62
Países Nórdicos	Tasa de variación anual	Duración media de los viajes	2015M10	-8,69
Resto del Mundo	Dato base	Gasto total	2020M09	402,57
Resto del Mundo	Dato base	Gasto total	2020M08	1.021,10
Resto del Mundo	Dato base	Gasto total	2020M07	1.035,34
Resto del Mundo	Dato base	Gasto total	2020M06	59,59
Resto del Mundo	Dato base	Gasto total	2020M05	0,00
Resto del Mundo	Dato base	Gasto total	2020M04	0,00
Resto del Mundo	Dato base	Gasto total	2020M03	1.103,07
Resto del Mundo	Dato base	Gasto total	2020M02	2.263,04
Resto del Mundo	Dato base	Gasto total	2020M01	2.562,44
Resto del Mundo	Dato base	Gasto total	2019M12	2.600,22
Resto del Mundo	Dato base	Gasto total	2019M11	2.511,29
Resto del Mundo	Dato base	Gasto total	2019M10	4.106,96
Resto del Mundo	Dato base	Gasto total	2019M09	4.696,24
Resto del Mundo	Dato base	Gasto total	2019M08	5.134,87
Resto del Mundo	Dato base	Gasto total	2019M07	5.677,87
Resto del Mundo	Dato base	Gasto total	2019M06	4.923,56
Resto del Mundo	Dato base	Gasto total	2019M05	3.929,11
Resto del Mundo	Dato base	Gasto total	2019M04	3.328,90
Resto del Mundo	Dato base	Gasto total	2019M03	2.873,39
Resto del Mundo	Dato base	Gasto total	2019M02	2.301,84
Resto del Mundo	Dato base	Gasto total	2019M01	2.403,49
Resto del Mundo	Dato base	Gasto total	2018M12	2.568,36
Resto del Mundo	Dato base	Gasto total	2018M11	2.357,64
Resto del Mundo	Dato base	Gasto total	2018M10	3.803,79
Resto del Mundo	Dato base	Gasto total	2018M09	4.485,10
Resto del Mundo	Dato base	Gasto total	2018M08	4.831,53
Resto del Mundo	Dato base	Gasto total	2018M07	5.487,21
Resto del Mundo	Dato base	Gasto total	2018M06	4.637,24
Resto del Mundo	Dato base	Gasto total	2018M05	3.724,40
Resto del Mundo	Dato base	Gasto total	2018M04	3.143,72
Resto del Mundo	Dato base	Gasto total	2018M03	2.548,11
Resto del Mundo	Dato base	Gasto total	2018M02	2.201,10
Resto del Mundo	Dato base	Gasto total	2018M01	2.214,58
Resto del Mundo	Dato base	Gasto total	2017M12	2.128,25
Resto del Mundo	Dato base	Gasto total	2017M11	2.157,69
Resto del Mundo	Dato base	Gasto total	2017M10	3.586,98
Resto del Mundo	Dato base	Gasto total	2017M09	4.595,95
Resto del Mundo	Dato base	Gasto total	2017M08	4.816,91
Resto del Mundo	Dato base	Gasto total	2017M07	5.629,76
Resto del Mundo	Dato base	Gasto total	2017M06	4.283,29
Resto del Mundo	Dato base	Gasto total	2017M05	3.582,51
Resto del Mundo	Dato base	Gasto total	2017M04	2.985,10
Resto del Mundo	Dato base	Gasto total	2017M03	2.223,85
Resto del Mundo	Dato base	Gasto total	2017M02	1.975,90
Resto del Mundo	Dato base	Gasto total	2017M01	2.038,67
Resto del Mundo	Dato base	Gasto total	2016M12	2.048,52
Resto del Mundo	Dato base	Gasto total	2016M11	1.962,91
Resto del Mundo	Dato base	Gasto total	2016M10	3.244,37
Resto del Mundo	Dato base	Gasto total	2016M09	3.956,84
Resto del Mundo	Dato base	Gasto total	2016M08	4.123,68
Resto del Mundo	Dato base	Gasto total	2016M07	4.547,45
Resto del Mundo	Dato base	Gasto total	2016M06	3.651,79
Resto del Mundo	Dato base	Gasto total	2016M05	3.117,13
Resto del Mundo	Dato base	Gasto total	2016M04	2.415,05
Resto del Mundo	Dato base	Gasto total	2016M03	1.981,14
Resto del Mundo	Dato base	Gasto total	2016M02	1.629,28
Resto del Mundo	Dato base	Gasto total	2016M01	1.739,33
Resto del Mundo	Dato base	Gasto total	2015M12	1.740,17
Resto del Mundo	Dato base	Gasto total	2015M11	1.773,86
Resto del Mundo	Dato base	Gasto total	2015M10	2.626,53
Resto del Mundo	Dato base	Gasto medio por persona	2020M09	1.001
Resto del Mundo	Dato base	Gasto medio por persona	2020M08	1.218
Resto del Mundo	Dato base	Gasto medio por persona	2020M07	1.207
Resto del Mundo	Dato base	Gasto medio por persona	2020M06	714
Resto del Mundo	Dato base	Gasto medio por persona	2020M05	0
Resto del Mundo	Dato base	Gasto medio por persona	2020M04	0
Resto del Mundo	Dato base	Gasto medio por persona	2020M03	1.344
Resto del Mundo	Dato base	Gasto medio por persona	2020M02	1.292
Resto del Mundo	Dato base	Gasto medio por persona	2020M01	1.370
Resto del Mundo	Dato base	Gasto medio por persona	2019M12	1.443
Resto del Mundo	Dato base	Gasto medio por persona	2019M11	1.308
Resto del Mundo	Dato base	Gasto medio por persona	2019M10	1.352
Resto del Mundo	Dato base	Gasto medio por persona	2019M09	1.308
Resto del Mundo	Dato base	Gasto medio por persona	2019M08	1.375
Resto del Mundo	Dato base	Gasto medio por persona	2019M07	1.458
Resto del Mundo	Dato base	Gasto medio por persona	2019M06	1.367
Resto del Mundo	Dato base	Gasto medio por persona	2019M05	1.298
Resto del Mundo	Dato base	Gasto medio por persona	2019M04	1.209
Resto del Mundo	Dato base	Gasto medio por persona	2019M03	1.283
Resto del Mundo	Dato base	Gasto medio por persona	2019M02	1.336
Resto del Mundo	Dato base	Gasto medio por persona	2019M01	1.335
Resto del Mundo	Dato base	Gasto medio por persona	2018M12	1.480
Resto del Mundo	Dato base	Gasto medio por persona	2018M11	1.273
Resto del Mundo	Dato base	Gasto medio por persona	2018M10	1.313
Resto del Mundo	Dato base	Gasto medio por persona	2018M09	1.289
Resto del Mundo	Dato base	Gasto medio por persona	2018M08	1.374
Resto del Mundo	Dato base	Gasto medio por persona	2018M07	1.415
Resto del Mundo	Dato base	Gasto medio por persona	2018M06	1.398
Resto del Mundo	Dato base	Gasto medio por persona	2018M05	1.260
Resto del Mundo	Dato base	Gasto medio por persona	2018M04	1.233
Resto del Mundo	Dato base	Gasto medio por persona	2018M03	1.306
Resto del Mundo	Dato base	Gasto medio por persona	2018M02	1.359
Resto del Mundo	Dato base	Gasto medio por persona	2018M01	1.358
Resto del Mundo	Dato base	Gasto medio por persona	2017M12	1.439
Resto del Mundo	Dato base	Gasto medio por persona	2017M11	1.299
Resto del Mundo	Dato base	Gasto medio por persona	2017M10	1.349
